,source_mat_id,source_mat_id_orig,samp_description,tax_id,scientific_name,investigation_type,env_material,collection_date,sampling_event,sampl_person,sampl_person_orcid,tidal_stage,depth,noteworthy_env_cond,replicate,samp_size_vol,time_fi,size_frac,size_frac_low,size_frac_up,membr_cut,samp_collect_device,samp_mat_process,samp_mat_process_dev,samp_store_date,samp_store_loc,samp_store_temp,store_person,store_person_orcid,other_person,other_person_orcid,long_store,ship_date,arr_date_hq,store_temp_hq,ship_date_seq,arr_date_seq,failure,failure_comment,ENA_accession_number_sample,ref_code,obs_id,chlorophyll,chlorophyll_method,sea_surf_temp,sea_surf_temp_method,sea_subsurf_temp,sea_subsurf_temp_method,sea_surf_salinity,sea_surf_salinity_method,sea_subsurf_salinity,sea_subsurf_salinity_method,alkalinity,alkalinity_method,ammonium,ammonium_method,bac_prod,bac_prod_method,biomass,biomass_method,chem_administration,conduc,conduc_method,density,density_method,diss_carb_dioxide,diss_carb_dioxide_method,diss_inorg_carb,diss_inorg_carb_method,diss_org_carb,diss_org_carb_method,diss_org_nitro,diss_org_nitro_method,down_par,down_par_method,diss_oxygen,diss_oxygen_method,n_alkanes,n_alkanes_method,nitrate,nitrate_method,nitrite,nitrite_method,organism_count,organism_count_method,ph,ph_method,part_org_carb,part_org_carb_method,part_org_nitro,part_org_nitro_method,petroleum_hydrocarb,petroleum_hydrocarb_method,phaeopigments,phaeopigments_method,phosphate,phosphate_method,pigments,pigments_method,pressure,pressure_method,primary_prod,primary_prod_method,silicate,silicate_method,sulfate,sulfate_method,sulfide,sulfide_method,turbidity,turbidity_method,water_current,water_current_method,env_package
54,EMOBON_ESC68N_Wa_12,EMO BON ESC68N Wa 211104 3um 2,EMOBON metagenome water sample from station ESC68N collected on 2021-11-04 size fraction 3-200um,1874687,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],2021-11-04,ESC68N_Wa_211104,Kristel Berg,,no_tide,2.0,,2,10.0,fi,3-200,3.0,200.0,,Niskin,WaSOP1,,2021-11-05,eDNA freezer bag,-80.0,Kristel Berg,,,,,2022-01-17,2022-01-22,-70.0,2022-02-22,2022-02-23,,low yields; seq library prep failed twice,,EMOBON00197,ESC68N,0.518,photometric measurement,7.55,CTD-system,7.61,CTD-system,,CTD-system,,CTD-system,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water_column
55,EMOBON_ESC68N_Wa_13,EMO BON ESC68N Wa 211104 0.2um 1,EMOBON metagenome water sample from station ESC68N collected on 2021-11-04 size fraction 0.2-3um,1874687,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],2021-11-04,ESC68N_Wa_211104,Kristel Berg,,no_tide,2.0,,1,10.0,fi,0.2-3,0.2,3.0,,Niskin,WaSOP1,,2021-11-05,eDNA freezer bag,-80.0,Kristel Berg,,,,,2022-01-17,2022-01-22,-70.0,2022-02-22,2022-02-23,,non-quantifiable DNA after extraction,,EMOBON00198,ESC68N,0.518,photometric measurement,7.55,CTD-system,7.61,CTD-system,,CTD-system,,CTD-system,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water_column
56,EMOBON_ESC68N_Wa_14,EMO BON ESC68N Wa 211104 0.2um 2,EMOBON metagenome water sample from station ESC68N collected on 2021-11-04 size fraction 0.2-3um,1874687,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],2021-11-04,ESC68N_Wa_211104,Kristel Berg,,no_tide,2.0,,2,10.0,fi,0.2-3,0.2,3.0,,Niskin,WaSOP1,,2021-11-05,eDNA freezer bag,-80.0,Kristel Berg,,,,,2022-01-17,2022-01-22,-70.0,2022-02-22,2022-02-23,,,,EMOBON00199,ESC68N,0.518,photometric measurement,7.55,CTD-system,7.61,CTD-system,,CTD-system,,CTD-system,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water_column
57,EMOBON_ESC68N_Wa_19,EMO BON ESC68N Wa 211104 3um blank,EMOBON metagenome water sample from station ESC68N collected on 2021-11-04 size fraction 3-200um,256318,metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],2021-11-04,ESC68N_Wa_211104,Kristel Berg,,no_tide,2.0,,blank_1,10.0,fi,3-200,3.0,200.0,,Niskin,WaSOP1,,2021-11-05,eDNA freezer bag,-80.0,Kristel Berg,,,,,2022-01-17,2022-01-22,-70.0,2022-02-22,2022-02-23,,blank; non-quantifiable DNA after extraction,,EMOBON00200,ESC68N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water_column
58,EMOBON_ESC68N_Wa_20,EMO BON ESC68N Wa 211104 0.2um blank,EMOBON metagenome water sample from station ESC68N collected on 2021-11-04 size fraction 0.2-3um,256318,metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],2021-11-04,ESC68N_Wa_211104,Kristel Berg,,no_tide,2.0,,blank_1,10.0,fi,0.2-3,0.2,3.0,,Niskin,WaSOP1,,2021-11-05,eDNA freezer bag,-80.0,Kristel Berg,,,,,2022-01-17,2022-01-22,-70.0,2022-02-22,2022-02-23,,blank; non-quantifiable DNA after extraction,,EMOBON00201,ESC68N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water_column
59,EMOBON_ESC68N_Wa_21,EMO BON ESC68N Wa 211215 3um 1,EMOBON metagenome water sample from station ESC68N collected on 2021-12-15 size fraction 3-200um,1874687,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],2021-12-15,ESC68N_Wa_211215,Kristel Berg,,no_tide,2.0,,1,10.0,fi,3-200,3.0,200.0,,Niskin,WaSOP1,,2021-12-15,eDNA freezer bag,-80.0,Kristel Berg,,,,,2022-01-17,2022-01-22,-70.0,2022-02-22,2022-02-23,,non-quantifiable DNA after extraction,,EMOBON00202,ESC68N,0.501,photometric measurement,7.58,CTD-system,7.61,CTD-system,,CTD-system,,CTD-system,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water_column
60,EMOBON_ESC68N_Wa_22,EMO BON ESC68N Wa 211215 3um 2,EMOBON metagenome water sample from station ESC68N collected on 2021-12-15 size fraction 3-200um,1874687,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],2021-12-15,ESC68N_Wa_211215,Kristel Berg,,no_tide,2.0,,2,10.0,fi,3-200,3.0,200.0,,Niskin,WaSOP1,,2021-12-15,eDNA freezer bag,-80.0,Kristel Berg,,,,,2022-01-17,2022-01-22,-70.0,2022-02-22,2022-02-23,,non-quantifiable DNA after extraction,,EMOBON00203,ESC68N,0.501,photometric measurement,7.58,CTD-system,7.61,CTD-system,,CTD-system,,CTD-system,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water_column
61,EMOBON_ESC68N_Wa_23,EMO BON ESC68N Wa 211215 0.2um 1,EMOBON metagenome water sample from station ESC68N collected on 2021-12-15 size fraction 0.2-3um,1874687,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],2021-12-15,ESC68N_Wa_211215,Kristel Berg,,no_tide,2.0,,1,10.0,fi,0.2-3,0.2,3.0,,Niskin,WaSOP1,,2021-12-15,eDNA freezer bag,-80.0,Kristel Berg,,,,,2022-01-17,2022-01-22,-70.0,2022-02-22,2022-02-23,,non-quantifiable DNA after extraction,,EMOBON00204,ESC68N,0.501,photometric measurement,7.58,CTD-system,7.61,CTD-system,,CTD-system,,CTD-system,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water_column
62,EMOBON_ESC68N_Wa_24,EMO BON ESC68N Wa 211215 0.2um 2,EMOBON metagenome water sample from station ESC68N collected on 2021-12-15 size fraction 0.2-3um,1874687,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],2021-12-15,ESC68N_Wa_211215,Kristel Berg,,no_tide,2.0,,2,10.0,fi,0.2-3,0.2,3.0,,Niskin,WaSOP1,,2021-12-15,eDNA freezer bag,-80.0,Kristel Berg,,,,,2022-01-17,2022-01-22,-70.0,2022-02-22,2022-02-23,,non-quantifiable DNA after extraction,,EMOBON00205,ESC68N,0.501,photometric measurement,7.58,CTD-system,7.61,CTD-system,,CTD-system,,CTD-system,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water_column
63,EMOBON_BPNS_So_5,EMOBON-210726-330-SoSOP3-Micro-R1,EMOBON metagenome sediment sample from station BPNS collected on 2021-07-26 community collected micro,412755,marine sediment metagenome,metagenome,sediment [ENVO:00002007],2021-07-26,BPNS_So_210726,Jonas Mortelmans,0000-0002-8781-7915,flood_tide,22.94,,1,,,,,,,Van Veen Grab,SoSOP3,,2021-07-26,MSO LifeWatch Lab -80 Freezer,-80.0,Jonas Mortelmans,0000-0002-8781-7915,,,,2021-10-05,2021-10-08,-70.0,2021-11-24,2021-11-24,,,,EMOBON00084,BPNS,,,,no CTD taken,,,,no CTD taken,,,,,,,,,,,,,,,,,,,,,,,,,,,no CTD taken,,,,,,,,,,no pH measured,,,,,,,,,,,,,,no CTD taken,,,,,,,,,,,,,soft_sediment
64,EMOBON_BPNS_So_6,EMOBON-210726-330-SoSOP3-Micro-R2,EMOBON metagenome sediment sample from station BPNS collected on 2021-07-26 community collected micro,412755,marine sediment metagenome,metagenome,sediment [ENVO:00002007],2021-07-26,BPNS_So_210726,Jonas Mortelmans,0000-0002-8781-7915,flood_tide,22.94,,2,,,,,,,Van Veen Grab,SoSOP3,,2021-07-26,MSO LifeWatch Lab -80 Freezer,-80.0,Jonas Mortelmans,0000-0002-8781-7915,,,,2021-10-05,2021-10-08,-70.0,2021-11-24,2021-11-24,,,,EMOBON00085,BPNS,,,,no CTD taken,,,,no CTD taken,,,,,,,,,,,,,,,,,,,,,,,,,,,no CTD taken,,,,,,,,,,no pH measured,,,,,,,,,,,,,,no CTD taken,,,,,,,,,,,,,soft_sediment
65,EMOBON_BPNS_So_12,EMOBON-210825-330-SoSOP3-Micro-R2,EMOBON metagenome sediment sample from station BPNS collected on 2021-08-25 community collected micro,412755,marine sediment metagenome,metagenome,sediment [ENVO:00002007],2021-08-25,BPNS_So_210825,Sander Delacauw,0000-0002-5400-2891,ebb_tide,20.54,,2,,,,,,,Van Veen Grab,SoSOP3,,2021-08-25,MSO LifeWatch Lab -80 Freezer,-80.0,Sander Delacauw,0000-0002-5400-2891,Rune Lagaisse,0000-0001-9191-9140,,2021-10-05,2021-10-08,-70.0,2021-11-24,2021-11-24,,low yields; seq library prep failed,,EMOBON00086,BPNS,,,18.919,CTD,,,33.348,CTD,,,,,,,,,,,,,,,,,,,,,,,,,,,CTD,,,,,,,,,,no pH measured,,,,,,,,,,,,,,CTD,,,,,,,,,,,,,soft_sediment
66,EMOBON_BPNS_So_13,EMOBON-210825-330-SoSOP3-Micro-R3,EMOBON metagenome sediment sample from station BPNS collected on 2021-08-25 community collected micro,412755,marine sediment metagenome,metagenome,sediment [ENVO:00002007],2021-08-25,BPNS_So_210825,Sander Delacauw,0000-0002-5400-2891,ebb_tide,20.54,,3,,,,,,,Van Veen Grab,SoSOP3,,2021-08-25,MSO LifeWatch Lab -80 Freezer,-80.0,Sander Delacauw,0000-0002-5400-2891,Rune Lagaisse,0000-0001-9191-9140,,2021-10-05,2021-10-08,-70.0,2021-11-24,2021-11-24,,,,EMOBON00087,BPNS,,,18.919,CTD,,,33.348,CTD,,,,,,,,,,,,,,,,,,,,,,,,,,,CTD,,,,,,,,,,no pH measured,,,,,,,,,,,,,,CTD,,,,,,,,,,,,,soft_sediment
67,EMOBON_BPNS_So_17,EMOBON-211028-BPNS-So3-Micro-R1,EMOBON metagenome sediment sample from station BPNS collected on 2021-10-28 community collected micro,412755,marine sediment metagenome,metagenome,sediment [ENVO:00002007],2021-10-28,BPNS_So_211028,Sander Delacauw,0000-0002-5400-2891,ebb_tide,18.66,,1,,,,,,,Van Veen Grab,SoSOP3,,2021-10-28,MSO LifeWatch Lab -80 Freezer,-80.0,Sander Delacauw,0000-0002-5400-2891,Rune Lagaisse,0000-0001-9191-9140,,2022-01-10,2022-01-18,-70.0,2022-02-22,2022-02-23,,,,EMOBON00140,BPNS,,,14.097,CTD,,,33.855,CTD,,,,,,,,,,,,,,,,,,,,,,,,,,,CTD,,,,,,,,,7.0,Hanna Instruments 991001 ph meter,,,,,,,,,,,,,,CTD,,,,,,,,,,,,,soft_sediment
68,EMOBON_BPNS_So_18,EMOBON-211028-BPNS-So3-Micro-R2,EMOBON metagenome sediment sample from station BPNS collected on 2021-10-28 community collected micro,412755,marine sediment metagenome,metagenome,sediment [ENVO:00002007],2021-10-28,BPNS_So_211028,Sander Delacauw,0000-0002-5400-2891,ebb_tide,18.66,,2,,,,,,,Van Veen Grab,SoSOP3,,2021-10-28,MSO LifeWatch Lab -80 Freezer,-80.0,Sander Delacauw,0000-0002-5400-2891,Rune Lagaisse,0000-0001-9191-9140,,2022-01-10,2022-01-18,-70.0,2022-02-22,2022-02-23,,,,EMOBON00141,BPNS,,,14.097,CTD,,,33.855,CTD,,,,,,,,,,,,,,,,,,,,,,,,,,,CTD,,,,,,,,,7.0,Hanna Instruments 991001 ph meter,,,,,,,,,,,,,,CTD,,,,,,,,,,,,,soft_sediment
69,EMOBON_BPNS_So_33,EMOBON-211223-BPNS-So3-Micro-R1,EMOBON metagenome sediment sample from station BPNS collected on 2021-12-23 community collected micro,412755,marine sediment metagenome,metagenome,sediment [ENVO:00002007],2021-12-23,BPNS_So_211223,Rune Lagaisse,0000-0001-9191-9140,ebb_tide,21.2,,1,,,,,,,Van Veen Grab,SoSOP3,Problem with underway data,2021-12-23,MSO LifeWatch Lab -80 Freezer,-80.0,Sander Delacauw,0000-0002-5400-2891,Rune Lagaisse,0000-0001-9191-9140,,2022-01-10,2022-01-18,-70.0,2022-02-22,2022-02-23,,,,EMOBON00142,BPNS,,,,,,,,CTD broke and sea surface salinity could not be measured,,,,,,,,,,,,,,,,,,,,,,,,,,,CTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,soft_sediment
70,EMOBON_BPNS_So_34,"EMOBON-211223-BPNS-So3-Micro-R2
",EMOBON metagenome sediment sample from station BPNS collected on 2021-12-23 community collected micro,412755,marine sediment metagenome,metagenome,sediment [ENVO:00002007],2021-12-23,BPNS_So_211223,Rune Lagaisse,0000-0001-9191-9140,ebb_tide,21.2,,2,,,,,,,Van Veen Grab,SoSOP3,Problem with underway data,2021-12-23,MSO LifeWatch Lab -80 Freezer,-80.0,Sander Delacauw,0000-0002-5400-2891,Rune Lagaisse,0000-0001-9191-9140,,2022-01-10,2022-01-18,-70.0,2022-02-22,2022-02-23,,,,EMOBON00143,BPNS,,,,CTD,,,,CTD broke and sea surface salinity could not be measured,,,,,,,,,,,,,,,,,,,,,,,,,,,CTD,,,,,,,,,,CTD,,,,,,,,,,,,,,,,,,,,,,,,,,,soft_sediment
71,EMOBON_ROSKOGO_Wa_1,EMO BON ROSKOGO Wa 210618 3µm_1,EMOBON metagenome water sample from station ROSKOGO collected on 2021-06-18 size fraction 3-200um,1874687,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],2021-06-18,ROSKOGO_Wa_210618,Christian Jeanthon; Laurence Garczarek,0000-0002-7339-574X; 0000-0002-8191-8395,flood_tide,2.0,,1,7.5,12.0,3-200,3.0,200.0,,Hand pump,WaSOP 1,na,2021-06-18,,-80.0,Christian Jeanthon,0000-0002-7339-574X,,,,2021-10-19,2021-10-22,-70.0,2021-11-24,2021-11-24,,,,EMOBON00015,ROSKOGO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water_column
72,EMOBON_ROSKOGO_Wa_2,EMO BON ROSKOGO Wa 210618 3µm_2,EMOBON metagenome water sample from station ROSKOGO collected on 2021-06-18 size fraction 3-200um,1874687,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],2021-06-18,ROSKOGO_Wa_210618,Christian Jeanthon; Laurence Garczarek,0000-0002-7339-574X; 0000-0002-8191-8395,flood_tide,2.0,,2,7.5,12.0,3-200,3.0,200.0,,Hand pump,WaSOP 1,na,2021-06-18,,-80.0,Christian Jeanthon,0000-0002-7339-574X,,,,2021-10-19,2021-10-22,-70.0,2021-11-24,2021-11-24,,,,EMOBON00016,ROSKOGO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water_column
73,EMOBON_ROSKOGO_Wa_5,EMO BON ROSKOGO Wa 210618 0.22µm_1,EMOBON metagenome water sample from station ROSKOGO collected on 2021-06-18 size fraction 0.2-3um,1874687,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],2021-06-18,ROSKOGO_Wa_210618,Christian Jeanthon; Laurence Garczarek,0000-0002-7339-574X; 0000-0002-8191-8395,flood_tide,2.0,,1,7.5,12.0,0.2-3,0.2,3.0,,Hand pump,WaSOP 1,na,2021-06-18,,-80.0,Christian Jeanthon,0000-0002-7339-574X,,,,2021-10-19,2021-10-22,-70.0,2021-11-24,2021-11-24,,non-quantifiable DNA after extraction,,EMOBON00017,ROSKOGO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water_column
74,EMOBON_ROSKOGO_Wa_6,EMO BON ROSKOGO Wa 210618 0.22µm_2,EMOBON metagenome water sample from station ROSKOGO collected on 2021-06-18 size fraction 0.2-3um,1874687,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],2021-06-18,ROSKOGO_Wa_210618,Christian Jeanthon; Laurence Garczarek,0000-0002-7339-574X; 0000-0002-8191-8395,flood_tide,2.0,,2,7.5,12.0,0.2-3,0.2,3.0,,Hand pump,WaSOP 1,na,2021-06-18,,-80.0,Christian Jeanthon,0000-0002-7339-574X,,,,2021-10-19,2021-10-22,-70.0,2021-11-24,2021-11-24,,low yields; seq library prep failed,,EMOBON00018,ROSKOGO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water_column
75,EMOBON_ROSKOGO_Wa_13,EMO BON ROSKOGO Wa 210802 3µm_1,EMOBON metagenome water sample from station ROSKOGO collected on 2021-08-02 size fraction 3-200um,1874687,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],2021-08-02,ROSKOGO_Wa_210802,Sarah Romac,0000-0003-3785-6972,flood_tide,2.0,,1,7.5,13.0,3-200,3.0,200.0,,Hand pump,WaSOP 1,na,2021-08-02,,-80.0,Sarah Romac,0000-0003-3785-6972,,,,2021-10-19,2021-10-22,-70.0,2021-11-24,2021-11-24,,,,EMOBON00019,ROSKOGO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water_column
76,EMOBON_ROSKOGO_Wa_14,EMO BON ROSKOGO Wa 210802 3µm_2,EMOBON metagenome water sample from station ROSKOGO collected on 2021-08-02 size fraction 3-200um,1874687,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],2021-08-02,ROSKOGO_Wa_210802,Sarah Romac,0000-0003-3785-6972,flood_tide,2.0,,2,7.5,13.0,3-200,3.0,200.0,,Hand pump,WaSOP 1,na,2021-08-02,,-80.0,Sarah Romac,0000-0003-3785-6972,,,,2021-10-19,2021-10-22,-70.0,2021-11-24,2021-11-24,,,,EMOBON00020,ROSKOGO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water_column
77,EMOBON_ROSKOGO_Wa_17,EMO BON ROSKOGO Wa 210802 0.22µm_1,EMOBON metagenome water sample from station ROSKOGO collected on 2021-08-02 size fraction 0.2-3um,1874687,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],2021-08-02,ROSKOGO_Wa_210802,Sarah Romac,0000-0003-3785-6972,flood_tide,2.0,,1,7.5,13.0,0.2-3,0.2,3.0,,Hand pump,WaSOP 1,na,2021-08-02,,-80.0,Sarah Romac,0000-0003-3785-6972,,,,2021-10-19,2021-10-22,-70.0,2021-11-24,2021-11-24,,,,EMOBON00021,ROSKOGO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water_column
78,EMOBON_ROSKOGO_Wa_18,EMO BON ROSKOGO Wa 210802 0.22µm_2,EMOBON metagenome water sample from station ROSKOGO collected on 2021-08-02 size fraction 0.2-3um,1874687,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],2021-08-02,ROSKOGO_Wa_210802,Sarah Romac,0000-0003-3785-6972,flood_tide,2.0,,2,7.5,13.0,0.2-3,0.2,3.0,,Hand pump,WaSOP 1,na,2021-08-02,,-80.0,Sarah Romac,0000-0003-3785-6972,,,,2021-10-19,2021-10-22,-70.0,2021-11-24,2021-11-24,,,,EMOBON00022,ROSKOGO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water_column
79,EMOBON_ROSKOGO_Wa_23,EMO BON ROSKOGO Wa 211014 3µm_1,EMOBON metagenome water sample from station ROSKOGO collected on 2021-10-14 size fraction 3-200um,1874687,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],2021-10-14,ROSKOGO_Wa_211014,Fabrice Not;Laure Guillou,XXX;XXX,flood_tide,2.0,,1,7.5,12.0,3-200,3.0,200.0,,Hand pump,WaSOP 1,na,2021-10-14,,-80.0,Fabrice Not;Laure Guillou,,,,,2022-01-18,2022-01-21,-70.0,2022-02-22,2022-02-23,,,,EMOBON00182,ROSKOGO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water_column
80,EMOBON_ROSKOGO_Wa_24,EMO BON ROSKOGO Wa 211014 3µm_2,EMOBON metagenome water sample from station ROSKOGO collected on 2021-10-14 size fraction 3-200um,1874687,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],2021-10-14,ROSKOGO_Wa_211014,Fabrice Not;Laure Guillou,XXX;XXX,flood_tide,2.0,,2,7.5,12.0,3-200,3.0,200.0,,Hand pump,WaSOP 1,na,2021-10-14,,-80.0,Fabrice Not;Laure Guillou,,,,,2022-01-18,2022-01-21,-70.0,2022-02-22,2022-02-23,,,,EMOBON00183,ROSKOGO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water_column
81,EMOBON_ROSKOGO_Wa_27,EMO BON ROSKOGO Wa 211014 0.22µm_1,EMOBON metagenome water sample from station ROSKOGO collected on 2021-10-14 size fraction 0.2-3um,1874687,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],2021-10-14,ROSKOGO_Wa_211014,Fabrice Not;Laure Guillou,XXX;XXX,flood_tide,2.0,,1,7.5,12.0,0.2-3,0.2,3.0,,Hand pump,WaSOP 1,na,2021-10-14,,-80.0,Fabrice Not;Laure Guillou,,,,,2022-01-18,2022-01-21,-70.0,2022-02-22,2022-02-23,,,,EMOBON00184,ROSKOGO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water_column
82,EMOBON_ROSKOGO_Wa_28,EMO BON ROSKOGO Wa 211014 0.22µm_2,EMOBON metagenome water sample from station ROSKOGO collected on 2021-10-14 size fraction 0.2-3um,1874687,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],2021-10-14,ROSKOGO_Wa_211014,Fabrice Not;Laure Guillou,XXX;XXX,flood_tide,2.0,,2,7.5,12.0,0.2-3,0.2,3.0,,Hand pump,WaSOP 1,na,2021-10-14,,-80.0,Fabrice Not;Laure Guillou,,,,,2022-01-18,2022-01-21,-70.0,2022-02-22,2022-02-23,,,,EMOBON00185,ROSKOGO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water_column
83,EMOBON_ROSKOGO_Wa_31,EMO BON ROSKOGO Wa 211014 3µm_Blank,EMOBON metagenome water sample from station ROSKOGO collected on 2021-10-14 size fraction 3um,256318,metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],2021-10-14,ROSKOGO_Wa_211014,Fabrice Not;Laure Guillou,XXX;XXX,flood_tide,2.0,,blank_1,7.5,12.0,3,3.0,,,Hand pump,WaSOP 1,na,2021-10-14,,-80.0,Fabrice Not;Laure Guillou,,,,,2022-01-18,2022-01-21,-70.0,2022-02-22,2022-02-23,,blank; non-quantifiable DNA after extraction,,EMOBON00186,ROSKOGO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water_column
84,EMOBON_ROSKOGO_Wa_32,EMO BON ROSKOGO Wa 211014 0.22µm_Blank,EMOBON metagenome water sample from station ROSKOGO collected on 2021-10-14 size fraction 0.2-3um,256318,metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],2021-10-14,ROSKOGO_Wa_211014,Fabrice Not;Laure Guillou,XXX;XXX,flood_tide,2.0,,blank_1,7.5,12.0,0.2-3,0.2,3.0,,Hand pump,WaSOP 1,na,2021-10-14,,-80.0,Fabrice Not;Laure Guillou,,,,,2022-01-18,2022-01-21,-70.0,2022-02-22,2022-02-23,,blank; non-quantifiable DNA after extraction,,EMOBON00187,ROSKOGO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water_column
